mean,variance,std_dev,min,max,range,difference,diff,state
0.3153153153153154,0.0332031249999999,0.1822172467139156,0.44,0.2121212121212121,0.1764705882352941,0.5806451612903225,0.7647058823529411,Fatigue
0.8648648648648647,0.005859375,0.0765465544619743,0.96,0.5454545454545454,0.0588235294117647,0.5806451612903225,0.5294117647058824,Fatigue
0.882882882882883,0.00390625,0.0625,0.96,0.5454545454545454,0.0588235294117647,0.5161290322580645,0.5,Fatigue
0.6756756756756759,0.0332031249999999,0.1822172467139156,0.7599999999999999,0.4545454545454546,0.1764705882352941,0.5161290322580645,0.4411764705882353,Fatigue
0.6666666666666667,0.048828125,0.2209708691207961,0.7200000000000001,0.4545454545454546,0.2352941176470588,0.5806451612903225,0.6176470588235294,Fatigue
0.7117117117117118,0.048828125,0.2209708691207961,0.7599999999999999,0.4848484848484848,0.2352941176470588,0.6129032258064515,0.6470588235294118,Fatigue
0.7027027027027026,0.013671875,0.1169267933366857,0.7999999999999999,0.4545454545454546,0.1176470588235294,0.5483870967741935,0.4705882352941176,Fatigue
0.7747747747747746,0.044921875,0.2119478119726646,0.7999999999999999,0.5151515151515151,0.2352941176470588,0.5161290322580645,0.5,Fatigue
0.3603603603603604,0.0234375,0.1530931089239486,0.4800000000000001,0.2121212121212121,0.1176470588235294,0.5483870967741935,0.088235294117647,Fatigue
0.7657657657657662,0.072265625,0.2688226645950821,0.7999999999999999,0.5454545454545454,0.2941176470588235,0.6129032258064515,0.6764705882352942,Fatigue
0.3243243243243243,0.0546875,0.2338535866733714,0.4,0.2121212121212121,0.2352941176470588,0.4838709677419354,0.6470588235294118,Fatigue
0.1531531531531531,0.005859375,0.0765465544619743,0.3199999999999999,0.0606060606060605,0.0588235294117647,0.5806451612903225,0.5588235294117647,Fatigue
0.3783783783783785,0.03515625,0.1875,0.4800000000000001,0.2424242424242424,0.1764705882352941,0.4838709677419354,0.5588235294117647,Fatigue
0.1621621621621622,0.013671875,0.1169267933366857,0.3199999999999999,0.0909090909090908,0.1176470588235294,0.5483870967741935,0.5,Fatigue
0.927927927927928,0.013671875,0.1169267933366857,1.0,0.606060606060606,0.1176470588235294,0.4838709677419354,0.5294117647058824,Fatigue
0.882882882882883,0.00390625,0.0625,0.96,0.5454545454545454,0.0588235294117647,0.5483870967741935,0.5,Fatigue
0.1351351351351351,0.0234375,0.1530931089239487,0.2799999999999999,0.0606060606060605,0.1176470588235294,0.6129032258064515,0.5588235294117647,Fatigue
0.8018018018018018,0.01953125,0.1397542485937369,0.88,0.5151515151515151,0.1176470588235294,0.5806451612903225,0.5588235294117647,Fatigue
0.6216216216216217,0.009765625,0.0988211768802618,0.7200000000000001,0.3939393939393938,0.1176470588235294,0.5806451612903225,0.5,Fatigue
0.1171171171171172,0.013671875,0.1169267933366857,0.2799999999999999,0.0606060606060605,0.1176470588235294,0.5483870967741935,0.4411764705882353,Fatigue
0.2072072072072071,0.0234375,0.1530931089239486,0.3199999999999999,0.1212121212121211,0.1764705882352941,0.5483870967741935,0.5294117647058824,Fatigue
0.7657657657657662,0.0625,0.25,0.7999999999999999,0.5454545454545454,0.2941176470588235,0.4516129032258064,0.4117647058823529,Fatigue
0.7027027027027026,0.0625,0.25,0.7200000000000001,0.4545454545454546,0.2352941176470588,0.6774193548387096,0.7058823529411764,Fatigue
0.7117117117117118,0.029296875,0.1711632992203644,0.7599999999999999,0.4545454545454546,0.1764705882352941,0.5483870967741935,0.5294117647058824,Fatigue
0.1711711711711712,0.009765625,0.0988211768802618,0.3199999999999999,0.0909090909090908,0.1176470588235294,0.5161290322580645,0.5294117647058824,Fatigue
0.4054054054054055,0.04296875,0.2072890493972125,0.4800000000000001,0.2727272727272727,0.2352941176470588,0.4838709677419354,0.6176470588235294,Fatigue
0.0810810810810811,0.146484375,0.3827327723098717,0.12,0.0909090909090908,0.4117647058823529,0.5161290322580645,0.5,Fatigue
0.7117117117117118,0.0390625,0.1976423537605237,0.7599999999999999,0.4545454545454546,0.1764705882352941,0.4516129032258064,0.5,Fatigue
0.7747747747747746,0.005859375,0.0765465544619743,0.88,0.4848484848484848,0.0588235294117647,0.5483870967741935,0.5,Fatigue
